dataset,task,n_train,n_features,mechanism,rate,actual_rate,seed,model,seconds,error,acc,logloss,auc,rmse,r2,coverage80,width80
openml:31,classification,700,20,mar,0.3,0.29945,1,catboost,0.292726993560791,,0.6866666666666666,0.6797727248734066,0.6740740740740739,,,,
openml:31,classification,700,20,mar,0.5,0.49935,1,tabicl_impute,0.2905540466308594,,0.7033333333333334,0.5674664378166199,0.684973544973545,,,,
openml:31,classification,700,20,mar,0.5,0.49935,1,tabicl_indicator,0.3740372657775879,,0.7033333333333334,0.5700133442878723,0.6821693121693122,,,,
openml:31,classification,700,20,mar,0.5,0.49935,1,tabicl_aware_zero,0.33526015281677246,,0.7033333333333334,0.5679351687431335,0.6859788359788359,,,,
openml:31,classification,700,20,mar,0.5,0.49935,1,tabicl_aware,0.3588883876800537,,0.7,0.5750664472579956,0.675925925925926,,,,
openml:31,classification,700,20,mar,0.5,0.49935,1,xgboost,0.07944059371948242,,0.68,0.682147204875946,0.6569312169312169,,,,
openml:31,classification,700,20,mar,0.5,0.49935,1,catboost,0.24679350852966309,,0.7133333333333334,0.658209478785412,0.658994708994709,,,,
openml:31,classification,700,20,mnar,0.1,0.1016,1,tabicl_impute,0.2880234718322754,,0.75,0.4946577847003937,0.7951322751322751,,,,
openml:31,classification,700,20,mnar,0.1,0.1016,1,tabicl_indicator,0.38872337341308594,,0.7433333333333333,0.49339646100997925,0.7967195767195767,,,,
openml:31,classification,700,20,mnar,0.1,0.1016,1,tabicl_aware_zero,0.2930033206939697,,0.7533333333333333,0.4933774769306183,0.7969312169312168,,,,
openml:31,classification,700,20,mnar,0.1,0.1016,1,tabicl_aware,0.3518030643463135,,0.75,0.49111878871917725,0.8026984126984127,,,,
openml:31,classification,700,20,mnar,0.1,0.1016,1,xgboost,0.06911897659301758,,0.7266666666666667,0.6418344974517822,0.7542328042328041,,,,
openml:31,classification,700,20,mnar,0.1,0.1016,1,catboost,0.30573225021362305,,0.7366666666666667,0.5905129881505754,0.7555026455026456,,,,
openml:31,classification,700,20,mnar,0.3,0.3011,1,tabicl_impute,0.29076290130615234,,0.7266666666666667,0.522439181804657,0.7582539682539683,,,,
openml:31,classification,700,20,mnar,0.3,0.3011,1,tabicl_indicator,0.39800429344177246,,0.7266666666666667,0.5223435759544373,0.7600529100529101,,,,
openml:31,classification,700,20,mnar,0.3,0.3011,1,tabicl_aware_zero,0.29815149307250977,,0.7333333333333333,0.5174726843833923,0.7644444444444446,,,,
openml:31,classification,700,20,mnar,0.3,0.3011,1,tabicl_aware,0.36078739166259766,,0.72,0.5272570848464966,0.7542328042328043,,,,
openml:31,classification,700,20,mnar,0.3,0.3011,1,xgboost,0.07003521919250488,,0.7466666666666667,0.6161816120147705,0.7457142857142857,,,,
openml:31,classification,700,20,mnar,0.3,0.3011,1,catboost,0.28884220123291016,,0.7133333333333334,0.6126058594705338,0.7478306878306877,,,,
openml:31,classification,700,20,mnar,0.5,0.49915,1,tabicl_impute,0.288344144821167,,0.7433333333333333,0.5269643068313599,0.7526984126984128,,,,
openml:31,classification,700,20,mnar,0.5,0.49915,1,tabicl_indicator,0.3718419075012207,,0.74,0.5232105255126953,0.7568253968253967,,,,
openml:31,classification,700,20,mnar,0.5,0.49915,1,tabicl_aware_zero,0.29685401916503906,,0.75,0.5251531004905701,0.7548677248677249,,,,
openml:31,classification,700,20,mnar,0.5,0.49915,1,tabicl_aware,0.3567659854888916,,0.7466666666666667,0.5227388739585876,0.7563492063492064,,,,
openml:31,classification,700,20,mnar,0.5,0.49915,1,xgboost,0.06558370590209961,,0.7133333333333334,0.6347322463989258,0.7150793650793651,,,,
openml:31,classification,700,20,mnar,0.5,0.49915,1,catboost,0.2859954833984375,,0.7166666666666667,0.6208588616625369,0.7063492063492064,,,,
openml:31,classification,700,20,block,0.1,0.1,1,tabicl_impute,0.28708696365356445,,0.7233333333333334,0.5135675668716431,0.7701058201058202,,,,
openml:31,classification,700,20,block,0.1,0.1,1,tabicl_indicator,0.32015514373779297,,0.7333333333333333,0.5210870504379272,0.7646031746031747,,,,
openml:31,classification,700,20,block,0.1,0.1,1,tabicl_aware_zero,0.2917978763580322,,0.7266666666666667,0.5135061144828796,0.770952380952381,,,,
openml:31,classification,700,20,block,0.1,0.1,1,tabicl_aware,0.3558950424194336,,0.7233333333333334,0.5125412940979004,0.7721693121693122,,,,
openml:31,classification,700,20,block,0.1,0.1,1,xgboost,0.05791425704956055,,0.7366666666666667,0.6239116191864014,0.7504761904761904,,,,
openml:31,classification,700,20,block,0.1,0.1,1,catboost,0.289400577545166,,0.7166666666666667,0.5927864294449093,0.7540740740740741,,,,
openml:31,classification,700,20,block,0.3,0.3,1,tabicl_impute,0.2908787727355957,,0.7366666666666667,0.4963408410549164,0.7857142857142858,,,,
openml:31,classification,700,20,block,0.3,0.3,1,tabicl_indicator,0.34965062141418457,,0.74,0.4987025856971741,0.7834920634920636,,,,
openml:31,classification,700,20,block,0.3,0.3,1,tabicl_aware_zero,0.2907438278198242,,0.74,0.49530836939811707,0.7858730158730158,,,,
openml:31,classification,700,20,block,0.3,0.3,1,tabicl_aware,0.35382509231567383,,0.7333333333333333,0.5008410811424255,0.7806878306878308,,,,
openml:31,classification,700,20,block,0.3,0.3,1,xgboost,0.06034660339355469,,0.7133333333333334,0.6130032539367676,0.7436507936507937,,,,
openml:31,classification,700,20,block,0.3,0.3,1,catboost,0.27672648429870605,,0.7233333333333334,0.6042178743458817,0.7405291005291005,,,,
openml:31,classification,700,20,block,0.5,0.449,1,tabicl_impute,0.2846944332122803,,0.72,0.505211591720581,0.7837037037037038,,,,
openml:31,classification,700,20,block,0.5,0.449,1,tabicl_indicator,0.3772134780883789,,0.7266666666666667,0.5045140385627747,0.7835449735449737,,,,
openml:31,classification,700,20,block,0.5,0.449,1,tabicl_aware_zero,0.3293190002441406,,0.7233333333333334,0.5071848630905151,0.7802116402116402,,,,
openml:31,classification,700,20,block,0.5,0.449,1,tabicl_aware,0.3544013500213623,,0.7133333333333334,0.5077958703041077,0.7795767195767196,,,,
openml:31,classification,700,20,block,0.5,0.449,1,xgboost,0.056802988052368164,,0.7166666666666667,0.5600671172142029,0.7617989417989419,,,,
openml:31,classification,700,20,block,0.5,0.449,1,catboost,0.28022241592407227,,0.7233333333333334,0.5860847014256363,0.7426984126984127,,,,
openml:31,classification,700,20,none,0.0,0.0,2,tabicl_impute,0.2884817123413086,,0.7866666666666666,0.4631144106388092,0.822857142857143,,,,
openml:31,classification,700,20,none,0.0,0.0,2,tabicl_indicator,0.28807568550109863,,0.7866666666666666,0.4631144106388092,0.822857142857143,,,,
openml:31,classification,700,20,none,0.0,0.0,2,tabicl_aware_zero,0.2895681858062744,,0.7866666666666666,0.4631144106388092,0.822857142857143,,,,
openml:31,classification,700,20,none,0.0,0.0,2,tabicl_aware,0.35431456565856934,,0.7866666666666666,0.4650874733924866,0.8208994708994709,,,,
openml:31,classification,700,20,none,0.0,0.0,2,xgboost,0.05967378616333008,,0.8,0.47705504298210144,0.8154497354497354,,,,
openml:31,classification,700,20,none,0.0,0.0,2,catboost,0.2688896656036377,,0.7766666666666666,0.4908016371688312,0.8126984126984127,,,,
openml:31,classification,700,20,mcar,0.1,0.0979,2,tabicl_impute,0.2912900447845459,,0.77,0.48702627420425415,0.7992063492063493,,,,
openml:31,classification,700,20,mcar,0.1,0.0979,2,tabicl_indicator,0.3889784812927246,,0.7766666666666666,0.4907223880290985,0.798148148148148,,,,
openml:31,classification,700,20,mcar,0.1,0.0979,2,tabicl_aware_zero,0.2956540584564209,,0.7666666666666667,0.4874194264411926,0.7997354497354499,,,,
openml:31,classification,700,20,mcar,0.1,0.0979,2,tabicl_aware,0.3573744297027588,,0.78,0.4878329932689667,0.7984656084656085,,,,
openml:31,classification,700,20,mcar,0.1,0.0979,2,xgboost,0.06574392318725586,,0.79,0.4752556383609772,0.8260317460317459,,,,
openml:31,classification,700,20,mcar,0.1,0.0979,2,catboost,0.2932257652282715,,0.76,0.525627123111698,0.7848148148148147,,,,
openml:31,classification,700,20,mcar,0.3,0.29795,2,tabicl_impute,0.2870912551879883,,0.7266666666666667,0.5265791416168213,0.7539682539682541,,,,
openml:31,classification,700,20,mcar,0.3,0.29795,2,tabicl_indicator,0.38786745071411133,,0.7233333333333334,0.5357672572135925,0.740899470899471,,,,
openml:31,classification,700,20,mcar,0.3,0.29795,2,tabicl_aware_zero,0.29133129119873047,,0.73,0.5272689461708069,0.7544973544973543,,,,
openml:31,classification,700,20,mcar,0.3,0.29795,2,tabicl_aware,0.3532114028930664,,0.7366666666666667,0.523679792881012,0.760899470899471,,,,
openml:31,classification,700,20,mcar,0.3,0.29795,2,xgboost,0.0671849250793457,,0.73,0.6628665924072266,0.7060846560846561,,,,
openml:31,classification,700,20,mcar,0.3,0.29795,2,catboost,0.28740525245666504,,0.71,0.6412742458194144,0.7123280423280423,,,,
openml:31,classification,700,20,mcar,0.5,0.5008,2,tabicl_impute,0.28792333602905273,,0.7066666666666667,0.5596795678138733,0.695925925925926,,,,
openml:31,classification,700,20,mcar,0.5,0.5008,2,tabicl_indicator,0.3707432746887207,,0.7033333333333334,0.5650806427001953,0.6855555555555556,,,,
openml:31,classification,700,20,mcar,0.5,0.5008,2,tabicl_aware_zero,0.29288339614868164,,0.71,0.5606610178947449,0.6962962962962962,,,,
openml:31,classification,700,20,mcar,0.5,0.5008,2,tabicl_aware,0.35572290420532227,,0.72,0.5566257834434509,0.7042857142857143,,,,
openml:31,classification,700,20,mcar,0.5,0.5008,2,xgboost,0.0680396556854248,,0.6633333333333333,0.6773182153701782,0.6655026455026456,,,,
openml:31,classification,700,20,mcar,0.5,0.5008,2,catboost,0.28449082374572754,,0.6933333333333334,0.6439127101063985,0.688888888888889,,,,
openml:31,classification,700,20,mar,0.1,0.0994,2,tabicl_impute,0.28733277320861816,,0.7833333333333333,0.47100770473480225,0.8125396825396826,,,,
openml:31,classification,700,20,mar,0.1,0.0994,2,tabicl_indicator,0.38661718368530273,,0.7833333333333333,0.4766054153442383,0.8057142857142857,,,,
openml:31,classification,700,20,mar,0.1,0.0994,2,tabicl_aware_zero,0.29372191429138184,,0.7866666666666666,0.4714755713939667,0.8117989417989419,,,,
openml:31,classification,700,20,mar,0.1,0.0994,2,tabicl_aware,0.3539750576019287,,0.78,0.4696204662322998,0.8125925925925926,,,,
openml:31,classification,700,20,mar,0.1,0.0994,2,xgboost,0.06992673873901367,,0.7733333333333333,0.5386372804641724,0.7915343915343916,,,,
openml:31,classification,700,20,mar,0.1,0.0994,2,catboost,0.2877695560455322,,0.7933333333333333,0.5452155242994322,0.7733862433862434,,,,
openml:31,classification,700,20,mar,0.3,0.2952,2,tabicl_impute,0.3293306827545166,,0.7466666666666667,0.5052911639213562,0.7788888888888889,,,,
openml:31,classification,700,20,mar,0.3,0.2952,2,tabicl_indicator,0.39083003997802734,,0.7333333333333333,0.5066061615943909,0.7761375661375661,,,,
openml:31,classification,700,20,mar,0.3,0.2952,2,tabicl_aware_zero,0.29058003425598145,,0.7333333333333333,0.5073832869529724,0.7772486772486773,,,,
