dataset,task,mechanism,rate,model,auc,acc,logloss,rmse,r2,coverage80,width80,auc_std,acc_std,logloss_std,rmse_std,r2_std,coverage80_std,width80_std,n_fits
openml:1494,classification,block,0.3,tabicl_impute,0.9339741878059635,0.877602523659306,0.3119527257228295,,,,,0.01895781750114964,0.01502981608778751,0.04481513088624314,,,,,5
openml:1494,classification,block,0.5,catboost,0.9081708945260347,0.8517350157728707,0.38257958082408966,,,,,0.025761590438134488,0.023711823940651234,0.06652130905289115,,,,,5
openml:1494,classification,block,0.5,tabicl_aware,0.9324098798397864,0.8746056782334385,0.31243549462028364,,,,,0.01346778762109549,0.021760464864957814,0.028694356652821933,,,,,4
openml:1494,classification,block,0.5,tabicl_impute,0.9221717846016911,0.8574132492113564,0.33380124645896286,,,,,0.020853937932116835,0.01897994821008365,0.04479417408679657,,,,,5
openml:1494,classification,block_shift,0.3,catboost,0.904886515353805,0.8429022082018929,0.3951554264218664,,,,,0.02285801974507746,0.020001094617220654,0.04982385668744952,,,,,5
openml:1494,classification,block_shift,0.3,tabicl_aware,0.9243702714730752,0.8523659305993692,0.3288445298468727,,,,,0.021412207845341,0.023753754696551003,0.0409195238459074,,,,,5
openml:1494,classification,block_shift,0.3,tabicl_impute,0.9231953716065865,0.8542586750788643,0.33207448084932745,,,,,0.02332302677190698,0.025472087366796604,0.04631863595654743,,,,,5
openml:1494,classification,block_shift,0.5,catboost,0.8880373831775701,0.8227129337539433,0.41854358827661386,,,,,0.021106934213913423,0.01645224581754613,0.055734155962520744,,,,,5
openml:1494,classification,block_shift,0.5,tabicl_aware,0.9126212728081887,0.853627760252366,0.3542438450292087,,,,,0.0139369193406991,0.010366988470129346,0.029588707924065392,,,,,5
openml:1494,classification,block_shift,0.5,tabicl_impute,0.9102358700489542,0.8498422712933754,0.3593959723720672,,,,,0.01496412812877356,0.019522710973836958,0.03583772448539157,,,,,5
