dataset,task,mechanism,rate,model,auc,acc,logloss,auc_std,acc_std,logloss_std,n_fits
breast_cancer,classification,block,0.3,tabicl_aware,0.9883748410519649,0.9548082010582011,0.1310069835172265,0.008207248686224673,0.019776619761436284,0.037398806532417235,5
breast_cancer,classification,block,0.5,tabicl_aware,0.9868013086029064,0.9374841901393627,0.16696006063948554,0.007207778187222532,0.013476555349028025,0.050338741922701054,5
breast_cancer,classification,block_shift,0.3,tabicl_aware,0.9853448798569764,0.9243762597631646,0.18560752678134335,0.004305653078396148,0.028979282887827147,0.04586189544784966,5
breast_cancer,classification,block_shift,0.5,tabicl_aware,0.9805718338814658,0.8597629573491643,0.2829008352031181,0.011998534775065043,0.04212589456962356,0.07631078091787866,5
breast_cancer,classification,none,0.0,tabicl_aware,0.9964077102803739,0.9766081871345029,0.06207184231041381,0.0029687180359928744,0.01601527945921534,0.025958464392456533,5
openml:1590,classification,block,0.3,tabicl_aware,0.869319791816821,0.8191637595241174,0.3985424129136131,0.024408007484108644,0.02647219251456346,0.08048210770473492,5
openml:1590,classification,block,0.5,tabicl_aware,0.8452708707664005,0.8188953313018257,0.3799710660983603,0.03142595947495709,0.026375376633050136,0.038421543134769004,5
openml:1590,classification,block_shift,0.3,tabicl_aware,0.8512026348309092,0.7647069803763455,0.48204838727943455,0.045549149999622826,0.124193227563913,0.22632073302436917,5
openml:1590,classification,block_shift,0.5,tabicl_aware,0.810708617683607,0.7907700332769947,0.4394996460035789,0.045061670892156354,0.05469932939137052,0.06985796764135166,5
openml:1590,classification,none,0.0,tabicl_aware,0.910954211466992,0.8624444444444445,0.29879466662393883,0.004070222973504938,0.006402160129283516,0.006885725536519191,5
openml:31,classification,block,0.3,tabicl_aware,0.7290750107464168,0.7316102837836562,0.5385938498994726,0.03946989019748251,0.005380412470101168,0.00744659954823749,5
openml:31,classification,block,0.5,tabicl_aware,0.7013557671407155,0.6874767076919235,0.5851644173347348,0.0774331270219965,0.04103304303804627,0.018645378469762237,5
openml:31,classification,block_shift,0.3,tabicl_aware,0.6981001666476165,0.7140113776648124,0.5530092624945999,0.07286339791844096,0.021098637531983908,0.03344069076720302,5
openml:31,classification,block_shift,0.5,tabicl_aware,0.675725822262011,0.6901224780534788,0.5908077227038844,0.0883588338656932,0.01994463358814724,0.019291006288549985,5
openml:31,classification,none,0.0,tabicl_aware,0.8165079365079364,0.778,0.4682267698381171,0.02298669317331543,0.021421692017412806,0.01930199406980078,5
wine,classification,block,0.3,tabicl_aware,0.9935001312800009,0.9163086897289933,0.2155537734588114,0.007579344417372231,0.07824484543586133,0.18086421629988783,5
wine,classification,block,0.5,tabicl_aware,0.9905305085622658,0.9069926725580902,0.21559974955076747,0.009807299118814672,0.028977909913642245,0.07382263716939395,5
wine,classification,block_shift,0.3,tabicl_aware,0.9890287724290108,0.8771235950956064,0.27654367210834074,0.008924585623803633,0.033939037201049224,0.07580585356143811,5
wine,classification,block_shift,0.5,tabicl_aware,0.9275531741444821,0.7728901883282255,0.6141744596344351,0.05946379287964973,0.059496904402829086,0.2566994688806286,5
wine,classification,none,0.0,tabicl_aware,1.0,0.9888888888888889,0.022413078703204598,0.0,0.010143010324169704,0.016000733750343474,5
