dataset,task,n_train,n_features,mechanism,rate,actual_rate,seed,split,held_out_source,model,seconds,error,acc,logloss,auc
breast_cancer,classification,398,30,none,0.0,0.0,0,random,,tabicl_aware,1.734121561050415,,0.9824561403508771,0.0646516636766673,0.9963492990654206
breast_cancer,classification,398,30,block,0.3,0.25061511423550087,0,random,,tabicl_aware,0.3772881031036377,,0.9824561403508771,0.0890162421643972,0.9926985981308412
breast_cancer,classification,398,30,block,0.5,0.4859988283538371,0,random,,tabicl_aware,0.30085325241088867,,0.9649122807017544,0.10388102780798647,0.9894859813084113
breast_cancer,classification,398,30,block_shift,0.3,0.283128295254833,0,random,,tabicl_aware,0.3002450466156006,,0.9590643274853801,0.11383319786630562,0.9897780373831776
breast_cancer,classification,398,30,block_shift,0.5,0.49279437609841825,0,random,,tabicl_aware,0.30017924308776855,,0.9415204678362573,0.12992458628398804,0.9891939252336448
breast_cancer,classification,398,30,none,0.0,0.0,1,random,,tabicl_aware,0.33828115463256836,,0.9649122807017544,0.08822562957763756,0.9926985981308412
breast_cancer,classification,398,30,block,0.3,0.2886350322202695,1,random,,tabicl_aware,0.30165529251098633,,0.9766081871345029,0.07165600499615223,0.9956191588785047
breast_cancer,classification,398,30,block,0.5,0.4677211482132396,1,random,,tabicl_aware,0.2976503372192383,,0.9473684210526315,0.10314897655186744,0.9919684579439252
breast_cancer,classification,398,30,block_shift,0.3,0.2895137668424136,1,random,,tabicl_aware,0.2989630699157715,,0.9590643274853801,0.10471335642038235,0.9908002336448598
breast_cancer,classification,398,30,block_shift,0.5,0.4545401288810779,1,random,,tabicl_aware,0.2981727123260498,,0.9473684210526315,0.12129469449544747,0.9906542056074766
breast_cancer,classification,398,30,none,0.0,0.0,2,random,,tabicl_aware,0.29808855056762695,,0.9766081871345029,0.04404849118236167,0.9986857476635514
breast_cancer,classification,398,30,block,0.3,0.26719390743995314,2,random,,tabicl_aware,0.2990868091583252,,0.9883040935672515,0.04634683616582847,0.9994158878504673
breast_cancer,classification,398,30,block,0.5,0.4555360281195079,2,random,,tabicl_aware,0.30049586296081543,,0.9883040935672515,0.04040704641628066,0.9994158878504673
breast_cancer,classification,398,30,block_shift,0.3,0.21745752782659636,2,random,,tabicl_aware,0.298966646194458,,0.9707602339181286,0.06899350624580942,0.997517523364486
breast_cancer,classification,398,30,block_shift,0.5,0.47685998828353837,2,random,,tabicl_aware,0.29859113693237305,,1.0,0.04800487408757383,1.0
breast_cancer,classification,398,30,none,0.0,0.0,3,random,,tabicl_aware,0.2969062328338623,,0.9590643274853801,0.08625678812685857,0.9956191588785047
breast_cancer,classification,398,30,block,0.3,0.3,3,random,,tabicl_aware,0.3001844882965088,,0.9824561403508771,0.04381161921991862,0.9998539719626168
breast_cancer,classification,398,30,block,0.5,0.4678968951376684,3,random,,tabicl_aware,0.3017921447753906,,0.9824561403508771,0.06048413761442216,0.9976635514018691
breast_cancer,classification,398,30,block_shift,0.3,0.3,3,random,,tabicl_aware,0.34089136123657227,,0.9824561403508771,0.078910048646892,0.9956191588785047
breast_cancer,classification,398,30,block_shift,0.5,0.4450497949619215,3,random,,tabicl_aware,0.2981381416320801,,0.9766081871345029,0.08847759354505912,0.9940128504672897
breast_cancer,classification,398,30,none,0.0,0.0,4,random,,tabicl_aware,0.29634666442871094,,0.9941520467836257,0.02706052788247421,1.0
breast_cancer,classification,398,30,block,0.3,0.28904510837727004,4,random,,tabicl_aware,0.30025434494018555,,0.9824561403508771,0.04893065145999051,0.9986857476635514
breast_cancer,classification,398,30,block,0.5,0.5,4,random,,tabicl_aware,0.3014965057373047,,0.9824561403508771,0.0679948324464974,0.9970794392523364
breast_cancer,classification,398,30,block_shift,0.3,0.3,4,random,,tabicl_aware,0.29958343505859375,,0.9590643274853801,0.07658821817648431,0.9969334112149533
