dataset,task,n_train,n_features,mechanism,rate,actual_rate,seed,split,held_out_source,model,seconds,error,acc,logloss,auc,rmse,r2,coverage80,width80
openml:1590,classification,2100,14,block_shift,0.5,0.4756190476190476,1,random,,tabicl_patternnorm,0.2906150817871094,,0.8466666666666667,0.33841536647979586,0.8829399415586258,,,,
openml:1590,classification,2100,14,none,0.0,0.0,2,random,,tabicl_patternnorm,0.29630041122436523,,0.8666666666666667,0.29294519057089596,0.9136074782263328,,,,
openml:1590,classification,2100,14,block,0.3,0.21428571428571427,2,random,,tabicl_patternnorm,0.2944459915161133,,0.8644444444444445,0.29508128818093543,0.9123946778632018,,,,
openml:1590,classification,2100,14,block,0.5,0.5,2,random,,tabicl_patternnorm,0.29239749908447266,,0.8222222222222222,0.3597581114179227,0.867673551022724,,,,
openml:1590,classification,2100,14,block_shift,0.3,0.2507857142857143,2,random,,tabicl_patternnorm,0.29156064987182617,,0.8544444444444445,0.31491729392964507,0.900862435813782,,,,
openml:1590,classification,2100,14,block_shift,0.5,0.4522857142857143,2,random,,tabicl_patternnorm,0.28986358642578125,,0.8466666666666667,0.34774380942563327,0.8780213623081505,,,,
openml:1590,classification,2100,14,none,0.0,0.0,3,random,,tabicl_patternnorm,0.3399312496185303,,0.8566666666666667,0.30759656614789516,0.9036284717296945,,,,
openml:1590,classification,2100,14,block,0.3,0.2857142857142857,3,random,,tabicl_patternnorm,0.2938389778137207,,0.8544444444444445,0.3316664262428372,0.8887876251808562,,,,
openml:1590,classification,2100,14,block,0.5,0.4276190476190476,3,random,,tabicl_patternnorm,0.293581485748291,,0.8233333333333334,0.37382573316610385,0.8554072455956196,,,,
openml:1590,classification,2100,14,block_shift,0.3,0.2857142857142857,3,random,,tabicl_patternnorm,0.29081106185913086,,0.8566666666666667,0.3294167357703938,0.8896919061533661,,,,
openml:1590,classification,2100,14,block_shift,0.5,0.45280952380952383,3,random,,tabicl_patternnorm,0.29141926765441895,,0.8411111111111111,0.3694537604661035,0.8577477375244686,,,,
openml:1590,classification,2100,14,none,0.0,0.0,4,random,,tabicl_patternnorm,0.29437851905822754,,0.8611111111111112,0.2967365595431351,0.9115187664898294,,,,
openml:1590,classification,2100,14,block,0.3,0.2857142857142857,4,random,,tabicl_patternnorm,0.2937350273132324,,0.8455555555555555,0.3497888057445944,0.8782234957020058,,,,
openml:1590,classification,2100,14,block,0.5,0.48595238095238097,4,random,,tabicl_patternnorm,0.2930026054382324,,0.8444444444444444,0.3580413057648754,0.8675423416267128,,,,
openml:1590,classification,2100,14,block_shift,0.3,0.2857142857142857,4,random,,tabicl_patternnorm,0.29111528396606445,,0.8511111111111112,0.32551276136648166,0.8962665607534965,,,,
openml:1590,classification,2100,14,block_shift,0.5,0.5,4,random,,tabicl_patternnorm,0.29247498512268066,,0.8355555555555556,0.37121127397549514,0.8587442196941757,,,,
openml:531,regression,354,13,none,0.0,0.0,0,random,,tabicl_patternnorm,0.24677467346191406,,,,,3.407366375707823,0.8683434087337779,0.8421052631578947,0.5755900027251069
openml:531,regression,354,13,block,0.3,0.3076923076923077,0,random,,tabicl_patternnorm,0.24396514892578125,,,,,4.0181570754981175,0.8169124725952948,0.8157894736842105,0.8847945859507451
openml:531,regression,354,13,block,0.5,0.46153846153846156,0,random,,tabicl_patternnorm,0.24393630027770996,,,,,4.661361522721488,0.7536057812304039,0.7894736842105263,1.0005835623059212
openml:531,regression,354,13,block_shift,0.3,0.23076923076923078,0,random,,tabicl_patternnorm,0.24293136596679688,,,,,4.574606696420096,0.7626919544950228,0.8223684210526315,0.994405344599462
openml:531,regression,354,13,block_shift,0.5,0.46153846153846156,0,random,,tabicl_patternnorm,0.2432537078857422,,,,,3.8443559623193595,0.8324084463462365,0.7763157894736842,1.036603903940002
openml:531,regression,354,13,none,0.0,0.0,1,random,,tabicl_patternnorm,0.24265575408935547,,,,,2.7680784661458984,0.9054523282296187,0.8223684210526315,0.6498065489826644
openml:531,regression,354,13,block,0.3,0.3076923076923077,1,random,,tabicl_patternnorm,0.24258804321289062,,,,,4.309380686379669,0.7708479393143759,0.7828947368421053,0.9086819191207953
openml:531,regression,354,13,block,0.5,0.4350866524779568,1,random,,tabicl_patternnorm,0.2430438995361328,,,,,5.780548397334858,0.5876821577034224,0.6973684210526315,0.8842213092796567
openml:531,regression,354,13,block_shift,0.3,0.28412891456369715,1,random,,tabicl_patternnorm,0.24326062202453613,,,,,3.9895730293566105,0.8035975578217719,0.7828947368421053,0.9972315768446914
