dataset,task,n_train,n_features,mechanism,rate,actual_rate,seed,model,seconds,error,acc,logloss,auc,rmse,r2,coverage80,width80
breast_cancer,classification,398,30,none,0.0,0.0,1,xgboost,0.05897712707519531,,0.9766081871345029,0.08250546455383301,0.9940128504672897,,,,
breast_cancer,classification,398,30,none,0.0,0.0,1,catboost,0.39803576469421387,,0.9707602339181286,0.08424755747681414,0.9957651869158879,,,,
breast_cancer,classification,398,30,mcar,0.1,0.1007029876977153,1,tabicl_impute,0.30765366554260254,,0.9415204678362573,0.1471889764070511,0.9874415887850467,,,,
breast_cancer,classification,398,30,mcar,0.1,0.1007029876977153,1,tabicl_indicator,0.414609432220459,,0.9415204678362573,0.14210477471351624,0.9875876168224299,,,,
breast_cancer,classification,398,30,mcar,0.1,0.1007029876977153,1,tabicl_aware_zero,0.31480884552001953,,0.9473684210526315,0.13968731462955475,0.9874415887850467,,,,
breast_cancer,classification,398,30,mcar,0.1,0.1007029876977153,1,tabicl_aware,0.37491655349731445,,0.9473684210526315,0.13459278643131256,0.9886098130841121,,,,
breast_cancer,classification,398,30,mcar,0.1,0.1007029876977153,1,xgboost,0.07170963287353516,,0.9590643274853801,0.14190290868282318,0.985251168224299,,,,
breast_cancer,classification,398,30,mcar,0.1,0.1007029876977153,1,catboost,0.3936614990234375,,0.9532163742690059,0.1229924791694608,0.9928446261682243,,,,
breast_cancer,classification,398,30,mcar,0.3,0.3024604569420035,1,tabicl_impute,0.3044774532318115,,0.9649122807017544,0.11215900629758835,0.9903621495327103,,,,
breast_cancer,classification,398,30,mcar,0.3,0.3024604569420035,1,tabicl_indicator,0.41979193687438965,,0.9473684210526315,0.11917408555746078,0.9902161214953271,,,,
breast_cancer,classification,398,30,mcar,0.3,0.3024604569420035,1,tabicl_aware_zero,0.31357622146606445,,0.9649122807017544,0.10398012399673462,0.9919684579439252,,,,
breast_cancer,classification,398,30,mcar,0.3,0.3024604569420035,1,tabicl_aware,0.37438392639160156,,0.9707602339181286,0.10247734934091568,0.9915303738317757,,,,
breast_cancer,classification,398,30,mcar,0.3,0.3024604569420035,1,xgboost,0.09121894836425781,,0.935672514619883,0.12128700315952301,0.9915303738317757,,,,
breast_cancer,classification,398,30,mcar,0.3,0.3024604569420035,1,catboost,0.39432787895202637,,0.9473684210526315,0.119041312050272,0.9938668224299065,,,,
breast_cancer,classification,398,30,mcar,0.5,0.5068541300527241,1,tabicl_impute,0.30614352226257324,,0.9473684210526315,0.14310972392559052,0.9849591121495327,,,,
breast_cancer,classification,398,30,mcar,0.5,0.5068541300527241,1,tabicl_indicator,0.39269161224365234,,0.9473684210526315,0.13304981589317322,0.9867114485981309,,,,
breast_cancer,classification,398,30,mcar,0.5,0.5068541300527241,1,tabicl_aware_zero,0.3241562843322754,,0.9473684210526315,0.15103720128536224,0.9837908878504673,,,,
breast_cancer,classification,398,30,mcar,0.5,0.5068541300527241,1,tabicl_aware,0.37938666343688965,,0.935672514619883,0.14764079451560974,0.9856892523364487,,,,
breast_cancer,classification,398,30,mcar,0.5,0.5068541300527241,1,xgboost,0.0845634937286377,,0.9473684210526315,0.1340373009443283,0.9875876168224299,,,,
breast_cancer,classification,398,30,mcar,0.5,0.5068541300527241,1,catboost,0.3443303108215332,,0.9298245614035088,0.19467405728898005,0.9798481308411215,,,,
breast_cancer,classification,398,30,mar,0.1,0.09882835383714118,1,tabicl_impute,0.30425167083740234,,0.9649122807017544,0.0842563584446907,0.9944509345794392,,,,
breast_cancer,classification,398,30,mar,0.1,0.09882835383714118,1,tabicl_indicator,0.41748929023742676,,0.9649122807017544,0.08920202404260635,0.9935747663551402,,,,
breast_cancer,classification,398,30,mar,0.1,0.09882835383714118,1,tabicl_aware_zero,0.3584787845611572,,0.9649122807017544,0.08437344431877136,0.9944509345794392,,,,
breast_cancer,classification,398,30,mar,0.1,0.09882835383714118,1,tabicl_aware,0.3784620761871338,,0.9649122807017544,0.08242011815309525,0.9945969626168224,,,,
breast_cancer,classification,398,30,mar,0.1,0.09882835383714118,1,xgboost,0.07084083557128906,,0.9707602339181286,0.10005249083042145,0.9897780373831776,,,,
breast_cancer,classification,398,30,mar,0.1,0.09882835383714118,1,catboost,0.3964962959289551,,0.9649122807017544,0.11055690600134596,0.9922605140186915,,,,
breast_cancer,classification,398,30,mar,0.3,0.3037492677211482,1,tabicl_impute,0.30798792839050293,,0.9473684210526315,0.1257275640964508,0.9894859813084111,,,,
breast_cancer,classification,398,30,mar,0.3,0.3037492677211482,1,tabicl_indicator,0.416684627532959,,0.9473684210526315,0.1338038295507431,0.9875876168224299,,,,
breast_cancer,classification,398,30,mar,0.3,0.3037492677211482,1,tabicl_aware_zero,0.31525325775146484,,0.9415204678362573,0.11792110651731491,0.9906542056074766,,,,
breast_cancer,classification,398,30,mar,0.3,0.3037492677211482,1,tabicl_aware,0.3754539489746094,,0.9590643274853801,0.10800106078386307,0.9916764018691588,,,,
breast_cancer,classification,398,30,mar,0.3,0.3037492677211482,1,xgboost,0.08550786972045898,,0.9473684210526315,0.1443175971508026,0.9871495327102804,,,,
breast_cancer,classification,398,30,mar,0.3,0.3037492677211482,1,catboost,0.40837907791137695,,0.9590643274853801,0.13925966183091357,0.9891939252336448,,,,
breast_cancer,classification,398,30,mar,0.5,0.5070298769771528,1,tabicl_impute,0.3068873882293701,,0.9473684210526315,0.13557438552379608,0.9855432242990654,,,,
breast_cancer,classification,398,30,mar,0.5,0.5070298769771528,1,tabicl_indicator,0.38661980628967285,,0.9473684210526315,0.1307961493730545,0.9880257009345794,,,,
breast_cancer,classification,398,30,mar,0.5,0.5070298769771528,1,tabicl_aware_zero,0.31546711921691895,,0.9590643274853801,0.1325608342885971,0.9849591121495327,,,,
breast_cancer,classification,398,30,mar,0.5,0.5070298769771528,1,tabicl_aware,0.3758516311645508,,0.9532163742690059,0.13936381042003632,0.9837908878504673,,,,
breast_cancer,classification,398,30,mar,0.5,0.5070298769771528,1,xgboost,0.07899713516235352,,0.9590643274853801,0.1379435956478119,0.9861273364485981,,,,
breast_cancer,classification,398,30,mar,0.5,0.5070298769771528,1,catboost,0.3438737392425537,,0.9590643274853801,0.13958969786342867,0.9887558411214953,,,,
breast_cancer,classification,398,30,mnar,0.1,0.10164030462800235,1,tabicl_impute,0.3041818141937256,,0.9707602339181286,0.08047371357679367,0.9940128504672897,,,,
breast_cancer,classification,398,30,mnar,0.1,0.10164030462800235,1,tabicl_indicator,0.414886474609375,,0.9649122807017544,0.0822761133313179,0.9945969626168224,,,,
breast_cancer,classification,398,30,mnar,0.1,0.10164030462800235,1,tabicl_aware_zero,0.31757616996765137,,0.9707602339181286,0.08911146968603134,0.9926985981308412,,,,
breast_cancer,classification,398,30,mnar,0.1,0.10164030462800235,1,tabicl_aware,0.37380528450012207,,0.9649122807017544,0.08744348585605621,0.992552570093458,,,,
breast_cancer,classification,398,30,mnar,0.1,0.10164030462800235,1,xgboost,0.07610821723937988,,0.9707602339181286,0.08419182151556015,0.9935747663551402,,,,
breast_cancer,classification,398,30,mnar,0.1,0.10164030462800235,1,catboost,0.3843815326690674,,0.9649122807017544,0.0932366558333525,0.9948890186915887,,,,
breast_cancer,classification,398,30,mnar,0.3,0.29906268306971295,1,tabicl_impute,0.3038780689239502,,0.9473684210526315,0.1200621947646141,0.9908002336448598,,,,
breast_cancer,classification,398,30,mnar,0.3,0.29906268306971295,1,tabicl_indicator,0.4183778762817383,,0.9532163742690059,0.11931883543729782,0.9902161214953271,,,,
breast_cancer,classification,398,30,mnar,0.3,0.29906268306971295,1,tabicl_aware_zero,0.30928945541381836,,0.9532163742690059,0.11353033035993576,0.9913843457943925,,,,
breast_cancer,classification,398,30,mnar,0.3,0.29906268306971295,1,tabicl_aware,0.36852264404296875,,0.9532163742690059,0.1053982675075531,0.9913843457943925,,,,
breast_cancer,classification,398,30,mnar,0.3,0.29906268306971295,1,xgboost,0.07846951484680176,,0.9473684210526315,0.12526379525661469,0.9891939252336448,,,,
breast_cancer,classification,398,30,mnar,0.3,0.29906268306971295,1,catboost,0.3910064697265625,,0.9532163742690059,0.1548475354630673,0.9858352803738317,,,,
breast_cancer,classification,398,30,mnar,0.5,0.5033977738722906,1,tabicl_impute,0.30109596252441406,,0.9473684210526315,0.13482698798179626,0.9849591121495327,,,,
breast_cancer,classification,398,30,mnar,0.5,0.5033977738722906,1,tabicl_indicator,0.38445091247558594,,0.935672514619883,0.15469324588775635,0.981892523364486,,,,
breast_cancer,classification,398,30,mnar,0.5,0.5033977738722906,1,tabicl_aware_zero,0.3099081516265869,,0.935672514619883,0.12941646575927734,0.9853971962616822,,,,
breast_cancer,classification,398,30,mnar,0.5,0.5033977738722906,1,tabicl_aware,0.3710360527038574,,0.9415204678362573,0.12584692239761353,0.9874415887850467,,,,
breast_cancer,classification,398,30,mnar,0.5,0.5033977738722906,1,xgboost,0.07535433769226074,,0.9532163742690059,0.16537095606327057,0.9832067757009346,,,,
breast_cancer,classification,398,30,mnar,0.5,0.5033977738722906,1,catboost,0.34584760665893555,,0.9590643274853801,0.12892527266177112,0.9890478971962617,,,,
breast_cancer,classification,398,30,block,0.1,0.1,1,tabicl_impute,0.34831881523132324,,0.9532163742690059,0.12230538576841354,0.992552570093458,,,,
breast_cancer,classification,398,30,block,0.1,0.1,1,tabicl_indicator,0.3518071174621582,,0.9590643274853801,0.12297923862934113,0.9929906542056075,,,,
breast_cancer,classification,398,30,block,0.1,0.1,1,tabicl_aware_zero,0.31803417205810547,,0.9532163742690059,0.11411856859922409,0.9928446261682243,,,,
breast_cancer,classification,398,30,block,0.1,0.1,1,tabicl_aware,0.37947607040405273,,0.9590643274853801,0.09828241914510727,0.9931366822429907,,,,
breast_cancer,classification,398,30,block,0.1,0.1,1,xgboost,0.06866645812988281,,0.9824561403508771,0.10149740427732468,0.9919684579439252,,,,
breast_cancer,classification,398,30,block,0.1,0.1,1,catboost,0.3596642017364502,,0.9590643274853801,0.10832765879944876,0.993428738317757,,,,
breast_cancer,classification,398,30,block,0.3,0.3,1,tabicl_impute,0.3086717128753662,,0.9532163742690059,0.11267527937889099,0.9918224299065421,,,,
breast_cancer,classification,398,30,block,0.3,0.3,1,tabicl_indicator,0.4195716381072998,,0.9532163742690059,0.10704958438873291,0.9924065420560748,,,,
breast_cancer,classification,398,30,block,0.3,0.3,1,tabicl_aware_zero,0.31766557693481445,,0.9532163742690059,0.11108557134866714,0.991822429906542,,,,
breast_cancer,classification,398,30,block,0.3,0.3,1,tabicl_aware,0.3769385814666748,,0.9590643274853801,0.10214518755674362,0.9919684579439252,,,,
breast_cancer,classification,398,30,block,0.3,0.3,1,xgboost,0.07885098457336426,,0.9473684210526315,0.1520354300737381,0.9865654205607477,,,,
breast_cancer,classification,398,30,block,0.3,0.3,1,catboost,0.4155402183532715,,0.9473684210526315,0.1253752575350799,0.9913843457943925,,,,
breast_cancer,classification,398,30,block,0.5,0.4558289396602226,1,tabicl_impute,0.3100430965423584,,0.9649122807017544,0.10693428665399551,0.9916764018691588,,,,
breast_cancer,classification,398,30,block,0.5,0.4558289396602226,1,tabicl_indicator,0.42373013496398926,,0.9649122807017544,0.0974101722240448,0.9931366822429907,,,,
breast_cancer,classification,398,30,block,0.5,0.4558289396602226,1,tabicl_aware_zero,0.3172328472137451,,0.9649122807017544,0.09994370490312576,0.992552570093458,,,,
breast_cancer,classification,398,30,block,0.5,0.4558289396602226,1,tabicl_aware,0.37663769721984863,,0.9707602339181286,0.09863506257534027,0.9926985981308412,,,,
breast_cancer,classification,398,30,block,0.5,0.4558289396602226,1,xgboost,0.07709980010986328,,0.9473684210526315,0.13550697267055511,0.9848130841121495,,,,
breast_cancer,classification,398,30,block,0.5,0.4558289396602226,1,catboost,0.3950958251953125,,0.9473684210526315,0.13388502420267195,0.9889018691588785,,,,
breast_cancer,classification,398,30,none,0.0,0.0,2,tabicl_impute,0.3051748275756836,,0.9707602339181286,0.04525283724069595,0.9982476635514018,,,,
breast_cancer,classification,398,30,none,0.0,0.0,2,tabicl_indicator,0.30884504318237305,,0.9707602339181286,0.04525283724069595,0.9982476635514018,,,,
breast_cancer,classification,398,30,none,0.0,0.0,2,tabicl_aware_zero,0.3110387325286865,,0.9707602339181286,0.04525283724069595,0.9982476635514018,,,,
breast_cancer,classification,398,30,none,0.0,0.0,2,tabicl_aware,0.3731508255004883,,0.9707602339181286,0.04192463681101799,0.9986857476635514,,,,
breast_cancer,classification,398,30,none,0.0,0.0,2,xgboost,0.06371879577636719,,0.9766081871345029,0.043885376304388046,0.999123831775701,,,,
breast_cancer,classification,398,30,none,0.0,0.0,2,catboost,0.3922266960144043,,0.9883040935672515,0.03192124400626812,0.9994158878504673,,,,
breast_cancer,classification,398,30,mcar,0.1,0.09830111306385472,2,tabicl_impute,0.3067915439605713,,0.9649122807017544,0.0663435310125351,0.997517523364486,,,,
breast_cancer,classification,398,30,mcar,0.1,0.09830111306385472,2,tabicl_indicator,0.4161405563354492,,0.9649122807017544,0.05949457734823227,0.998393691588785,,,,
breast_cancer,classification,398,30,mcar,0.1,0.09830111306385472,2,tabicl_aware_zero,0.32239484786987305,,0.9649122807017544,0.060337502509355545,0.9979556074766355,,,,
breast_cancer,classification,398,30,mcar,0.1,0.09830111306385472,2,tabicl_aware,0.37871837615966797,,0.9707602339181286,0.058111827820539474,0.9985397196261683,,,,
breast_cancer,classification,398,30,mcar,0.1,0.09830111306385472,2,xgboost,0.08615303039550781,,0.9766081871345029,0.04568520560860634,0.9992698598130841,,,,
breast_cancer,classification,398,30,mcar,0.1,0.09830111306385472,2,catboost,0.3885190486907959,,0.9941520467836257,0.03850879064541787,0.9989778037383178,,,,
breast_cancer,classification,398,30,mcar,0.3,0.29806678383128293,2,tabicl_impute,0.3059542179107666,,0.9883040935672515,0.05616879463195801,0.9995619158878505,,,,
