dataset,task,mechanism,rate,model,auc,acc,logloss,rmse,r2,coverage80,width80,auc_std,acc_std,logloss_std,rmse_std,r2_std,coverage80_std,width80_std,n_fits
breast_cancer,classification,block,0.1,catboost,0.9946456386292835,0.9649122807017543,0.08514508326720814,,,,,0.003729675380547294,0.015472229889266574,0.03670839457252974,,,,,3
breast_cancer,classification,block,0.1,tabicl_aware,0.9961059190031153,0.9766081871345028,0.0658572477598985,,,,,0.003153439317902166,0.015472229889266621,0.030002083359930688,,,,,3
breast_cancer,classification,block,0.1,tabicl_aware_zero,0.9960572429906542,0.9746588693957116,0.07226227844754855,,,,,0.0031421487721013447,0.018798539495112968,0.03747102152382496,,,,,3
breast_cancer,classification,block,0.1,tabicl_impute,0.99586253894081,0.9766081871345028,0.07512910415728886,,,,,0.003285901252285366,0.021085095178151936,0.04193531562776373,,,,,3
breast_cancer,classification,block,0.1,tabicl_indicator,0.9961059190031153,0.9707602339181287,0.07793173442284267,,,,,0.0030677475188062198,0.010128952091046105,0.039906143340622556,,,,,3
breast_cancer,classification,block,0.1,xgboost,0.9941102024922118,0.9688109161793372,0.08263855054974556,,,,,0.004225571342330786,0.018798539495113026,0.0302117177687544,,,,,3
breast_cancer,classification,block,0.3,catboost,0.9927959501557632,0.9629629629629629,0.09004165536850829,,,,,0.006468783837311092,0.02213999355087831,0.04797050074027931,,,,,3
breast_cancer,classification,block,0.3,tabicl_aware,0.9948403426791277,0.9668615984405458,0.07878824075063069,,,,,0.003362874892799054,0.008932896091531873,0.02305428474874362,,,,,3
breast_cancer,classification,block,0.3,tabicl_aware_zero,0.9945969626168224,0.9629629629629629,0.08283268908659618,,,,,0.0031080310534159984,0.012173485376994931,0.026081183626549004,,,,,3
breast_cancer,classification,block,0.3,tabicl_impute,0.9943535825545172,0.9649122807017544,0.084895854194959,,,,,0.0028063736965341602,0.011695906432748537,0.025062752265536125,,,,,3
breast_cancer,classification,block,0.3,tabicl_indicator,0.9948403426791277,0.9649122807017544,0.0816849631567796,,,,,0.0027410257448015965,0.011695906432748537,0.024170214566346007,,,,,3
breast_cancer,classification,block,0.3,xgboost,0.9906542056074766,0.9649122807017543,0.10724565386772156,,,,,0.008114745320940291,0.03038685627313821,0.061657744543155237,,,,,3
breast_cancer,classification,block,0.5,catboost,0.9910436137071651,0.9571150097465887,0.112905296939459,,,,,0.008100718092957426,0.022139993550878225,0.06621873844644563,,,,,3
breast_cancer,classification,block,0.5,tabicl_aware,0.9944509345794392,0.9707602339181286,0.08362304791808128,,,,,0.003819128747261169,0.011695906432748565,0.03148115356034631,,,,,3
breast_cancer,classification,block,0.5,tabicl_aware_zero,0.9946943146417446,0.9668615984405458,0.0843700294693311,,,,,0.0039652281648006535,0.014717026189611607,0.032409708145550206,,,,,3
breast_cancer,classification,block,0.5,tabicl_impute,0.9943535825545172,0.9668615984405458,0.08645617961883545,,,,,0.0041414677319715765,0.014717026189611607,0.0342106015535591,,,,,3
breast_cancer,classification,block,0.5,tabicl_indicator,0.9946943146417446,0.9727095516569201,0.08349655071894328,,,,,0.0038919508387151294,0.013505269454728087,0.03242375058959547,,,,,3
breast_cancer,classification,block,0.5,xgboost,0.9897780373831776,0.9571150097465887,0.11082284897565842,,,,,0.008098962981227847,0.022139993550878225,0.05736726593055271,,,,,3
breast_cancer,classification,mar,0.1,catboost,0.9938668224299065,0.9668615984405458,0.09110388257708407,,,,,0.004945588265734853,0.008932896091531821,0.04488526037000707,,,,,3
breast_cancer,classification,mar,0.1,tabicl_aware,0.9950350467289719,0.9727095516569201,0.07622807721296947,,,,,0.0038882964239761284,0.008932896091531813,0.02521512512689897,,,,,3
