dataset,task,n_train,n_features,mechanism,rate,actual_rate,seed,split,held_out_source,model,seconds,error,acc,logloss,auc,rmse,r2,coverage80,width80
breast_cancer,classification,398,30,none,0.0,0.0,0,random,,tabpfn26,5.533044099807739,,0.9883040935672515,0.0723050981760025,0.994304906542056,,,,
breast_cancer,classification,281,30,block,0.3,0.25061511423550087,0,source,0.0,tabpfn26,0.5814886093139648,,0.96875,0.1459050327539444,0.9932098765432098,,,,
breast_cancer,classification,453,30,block,0.5,0.49279437609841825,0,source,2.0,tabpfn26,0.5733494758605957,,0.9310344827586207,0.17072869837284088,0.9780184772220453,,,,
breast_cancer,classification,281,30,block_shift,0.3,0.2662565905096661,0,source,0.0,tabpfn26,0.5541105270385742,,0.8645833333333334,0.3155478239059448,0.9794753086419753,,,,
breast_cancer,classification,453,30,block_shift,0.5,0.48728763913298184,0,source,2.0,tabpfn26,0.5986001491546631,,0.9051724137931034,0.1874125897884369,0.979292768397579,,,,
breast_cancer,classification,398,30,none,0.0,0.0,1,random,,tabpfn26,0.6690945625305176,,0.9649122807017544,0.11682340502738953,0.9903621495327103,,,,
breast_cancer,classification,373,30,block,0.3,0.2886350322202695,1,source,0.0,tabpfn26,0.5625391006469727,,0.9744897959183674,0.08646554499864578,0.9927631578947369,,,,
breast_cancer,classification,366,30,block,0.5,0.47855887521968365,1,source,0.0,tabpfn26,0.5427188873291016,,0.9359605911330049,0.1957606077194214,0.9929718875502007,,,,
breast_cancer,classification,373,30,block_shift,0.3,0.3,1,source,0.0,tabpfn26,0.4980735778808594,,0.9540816326530612,0.15055646002292633,0.9832236842105263,,,,
breast_cancer,classification,366,30,block_shift,0.5,0.44499121265377856,1,source,0.0,tabpfn26,0.5131826400756836,,0.9408866995073891,0.3025243282318115,0.9888554216867469,,,,
breast_cancer,classification,398,30,none,0.0,0.0,2,random,,tabpfn26,0.5385918617248535,,0.9824561403508771,0.03623400256037712,0.9998539719626168,,,,
breast_cancer,classification,289,30,block,0.3,0.26719390743995314,2,source,1.0,tabpfn26,0.5467607975006104,,0.9678571428571429,0.11740059405565262,0.9921403962101636,,,,
breast_cancer,classification,395,30,block,0.5,0.4555360281195079,2,source,2.0,tabpfn26,0.6076197624206543,,0.9367816091954023,0.229404017329216,0.992003367003367,,,,
breast_cancer,classification,289,30,block_shift,0.3,0.2338605741066198,2,source,1.0,tabpfn26,0.6421854496002197,,0.9464285714285714,0.18007060885429382,0.9867032730404823,,,,
breast_cancer,classification,395,30,block_shift,0.5,0.46397188049209137,2,source,2.0,tabpfn26,0.5338306427001953,,0.8448275862068966,0.3429337441921234,0.9559483726150393,,,,
breast_cancer,classification,398,30,none,0.0,0.0,3,random,,tabpfn26,0.6309409141540527,,0.9766081871345029,0.08900277316570282,0.9941588785046729,,,,
breast_cancer,classification,407,30,block,0.3,0.29086115992970124,3,source,3.0,tabpfn26,1.4556875228881836,,0.9444444444444444,0.1572505533695221,0.9862825788751715,,,,
breast_cancer,classification,369,30,block,0.5,0.4561218512009373,3,source,2.0,tabpfn26,0.5900418758392334,,0.935,0.21368850767612457,0.9810872261264986,,,,
breast_cancer,classification,407,30,block_shift,0.3,0.3,3,source,3.0,tabpfn26,0.580315351486206,,0.9506172839506173,0.1379762887954712,0.9888545953360768,,,,
breast_cancer,classification,369,30,block_shift,0.5,0.4666666666666667,3,source,2.0,tabpfn26,0.5738043785095215,,0.89,0.37217164039611816,0.9647581645307979,,,,
breast_cancer,classification,398,30,none,0.0,0.0,4,random,,tabpfn26,0.5452744960784912,,0.9941520467836257,0.029954291880130768,0.9994158878504673,,,,
breast_cancer,classification,377,30,block,0.3,0.3,4,source,0.0,tabpfn26,0.6406078338623047,,0.96875,0.10430070757865906,0.9952569169960475,,,,
breast_cancer,classification,452,30,block,0.5,0.49420035149384883,4,source,2.0,tabpfn26,0.7186589241027832,,0.9572649572649573,0.0970354750752449,0.9966049382716049,,,,
breast_cancer,classification,377,30,block_shift,0.3,0.28886936145284126,4,source,0.0,tabpfn26,0.5667891502380371,,0.921875,0.2136533260345459,0.985657820440429,,,,
breast_cancer,classification,452,30,block_shift,0.5,0.4884007029876977,4,source,2.0,tabpfn26,0.6562554836273193,,0.9145299145299145,0.17410174012184143,0.9972222222222221,,,,
wine,classification,124,13,none,0.0,0.0,0,random,,tabpfn26,0.6286604404449463,,1.0,0.010274040512740612,1.0,,,,
wine,classification,82,13,block,0.3,0.23076923076923078,0,source,0.0,tabpfn26,0.47809934616088867,,0.9791666666666666,0.11193561553955078,0.9984498660091546,,,,
wine,classification,131,13,block,0.5,0.46153846153846156,0,source,2.0,tabpfn26,0.4800281524658203,,0.9787234042553191,0.09389927983283997,1.0,,,,
wine,classification,82,13,block_shift,0.3,0.2722558340535869,0,source,0.0,tabpfn26,0.5395336151123047,,0.90625,0.28887832164764404,0.9900851569660786,,,,
wine,classification,131,13,block_shift,0.5,0.46153846153846156,0,source,2.0,tabpfn26,0.7060599327087402,,0.7872340425531915,0.36244335770606995,0.9554334554334555,,,,
wine,classification,124,13,none,0.0,0.0,1,random,,tabpfn26,0.5197861194610596,,0.9814814814814815,0.053334880620241165,0.9995189995189996,,,,
wine,classification,116,13,block,0.3,0.2808988764044944,1,source,0.0,tabpfn26,0.576714277267456,,0.9032258064516129,0.22546109557151794,0.9905141155141154,,,,
wine,classification,116,13,block,0.5,0.4347450302506482,1,source,0.0,tabpfn26,0.5116996765136719,,0.9516129032258065,0.29593518376350403,0.9926318794073525,,,,
wine,classification,116,13,block_shift,0.3,0.3076923076923077,1,source,0.0,tabpfn26,0.585918664932251,,0.7741935483870968,0.4659850299358368,0.9826196951196952,,,,
wine,classification,116,13,block_shift,0.5,0.4105445116681072,1,source,0.0,tabpfn26,0.5902290344238281,,0.6935483870967742,0.793713390827179,0.9390863002495565,,,,
wine,classification,124,13,none,0.0,0.0,2,random,,tabpfn26,0.6026918888092041,,0.9814814814814815,0.11856251209974289,0.997047191491636,,,,
wine,classification,93,13,block,0.3,0.23076923076923078,2,source,1.0,tabpfn26,0.5381953716278076,,0.9764705882352941,0.08389665931463242,0.9984316194969948,,,,
wine,classification,116,13,block,0.5,0.4407951598962835,2,source,0.0,tabpfn26,0.4869358539581299,,0.8709677419354839,0.2900365889072418,0.9788276738276739,,,,
wine,classification,93,13,block_shift,0.3,0.27095937770095074,2,source,1.0,tabpfn26,0.5581176280975342,,0.9176470588235294,0.309738427400589,0.9762133452487957,,,,
wine,classification,116,13,block_shift,0.5,0.40535868625756266,2,source,0.0,tabpfn26,0.4911916255950928,,0.6129032258064516,0.8528867959976196,0.905510862569686,,,,
wine,classification,124,13,none,0.0,0.0,3,random,,tabpfn26,0.580909252166748,,1.0,0.009129228070378304,1.0,,,,
