dataset,task,n_train,n_features,mechanism,rate,actual_rate,seed,split,held_out_source,model,seconds,error,acc,logloss,auc,rmse,r2,coverage80,width80
breast_cancer,classification,398,30,none,0.0,0.0,0,random,,tabpfn25,2.219067096710205,,0.9883040935672515,0.06641118228435516,0.9948890186915887,,,,
breast_cancer,classification,398,30,block,0.3,0.25061511423550087,0,random,,tabpfn25,0.7796304225921631,,0.9824561403508771,0.09091243147850037,0.9915303738317757,,,,
breast_cancer,classification,398,30,block,0.5,0.4859988283538371,0,random,,tabpfn25,0.6199460029602051,,0.9707602339181286,0.09562624245882034,0.9905081775700935,,,,
breast_cancer,classification,398,30,block_shift,0.3,0.283128295254833,0,random,,tabpfn25,0.6565730571746826,,0.9649122807017544,0.10067075490951538,0.9913843457943925,,,,
breast_cancer,classification,398,30,block_shift,0.5,0.49279437609841825,0,random,,tabpfn25,0.4902200698852539,,0.9590643274853801,0.12021581083536148,0.990070093457944,,,,
breast_cancer,classification,398,30,none,0.0,0.0,1,random,,tabpfn25,0.5196952819824219,,0.9649122807017544,0.09726382791996002,0.9921144859813085,,,,
breast_cancer,classification,398,30,block,0.3,0.2886350322202695,1,random,,tabpfn25,0.5447943210601807,,0.9766081871345029,0.07778188586235046,0.9957651869158879,,,,
breast_cancer,classification,398,30,block,0.5,0.4677211482132396,1,random,,tabpfn25,0.6023495197296143,,0.9532163742690059,0.09726109355688095,0.9931366822429907,,,,
breast_cancer,classification,398,30,block_shift,0.3,0.2895137668424136,1,random,,tabpfn25,0.5474600791931152,,0.9649122807017544,0.1041925773024559,0.9915303738317757,,,,
breast_cancer,classification,398,30,block_shift,0.5,0.4545401288810779,1,random,,tabpfn25,0.567551851272583,,0.9473684210526315,0.10599986463785172,0.9921144859813085,,,,
breast_cancer,classification,398,30,none,0.0,0.0,2,random,,tabpfn25,0.5443763732910156,,0.9883040935672515,0.03684162721037865,0.9998539719626168,,,,
breast_cancer,classification,398,30,block,0.3,0.26719390743995314,2,random,,tabpfn25,0.4995996952056885,,0.9883040935672515,0.042809657752513885,0.999123831775701,,,,
breast_cancer,classification,398,30,block,0.5,0.4555360281195079,2,random,,tabpfn25,0.5125842094421387,,0.9941520467836257,0.03915344923734665,1.0,,,,
breast_cancer,classification,398,30,block_shift,0.3,0.21745752782659636,2,random,,tabpfn25,0.6442639827728271,,0.9941520467836257,0.06489884108304977,0.9985397196261683,,,,
breast_cancer,classification,398,30,block_shift,0.5,0.47685998828353837,2,random,,tabpfn25,0.6133038997650146,,0.9883040935672515,0.05687173828482628,0.9995619158878505,,,,
breast_cancer,classification,398,30,none,0.0,0.0,3,random,,tabpfn25,0.5711865425109863,,0.9590643274853801,0.08705183863639832,0.994304906542056,,,,
breast_cancer,classification,398,30,block,0.3,0.3,3,random,,tabpfn25,0.5030736923217773,,0.9824561403508771,0.05388414487242699,0.9988317757009346,,,,
