dataset,task,mechanism,rate,model,rmse,r2,coverage80,width80,rmse_std,r2_std,coverage80_std,width80_std,n_fits
diabetes,regression,block,0.3,tabicl_aware,63.15765032389821,0.34179371808905634,0.7538134689235211,1.9710470313070956,3.3171756321193526,0.0370856293056698,0.055311732152649486,0.14604236722914765,5
diabetes,regression,block,0.5,tabicl_aware,64.2640147272586,0.28242159107687953,0.8132155417867637,2.262361316380715,3.048121255129646,0.09143004623195591,0.04760175002793025,0.21651296893344074,5
diabetes,regression,block_shift,0.3,tabicl_aware,67.32044484091733,0.2420817621149259,0.7194873063429529,1.9154438616556404,9.676993482396696,0.21051702472162595,0.1260276738799487,0.3521280967937534,5
diabetes,regression,block_shift,0.5,tabicl_aware,65.4292482472109,0.25954552517804563,0.817965400043912,2.248322980411603,3.9838280736123433,0.06680537932651119,0.04233730162507512,0.06389657479292246,5
diabetes,regression,none,0.0,tabicl_aware,56.00027471693054,0.4780223966419827,0.7819548872180451,1.761915508953861,3.4406662606595937,0.0404417467323972,0.056013776036659184,0.11076384451534985,5
openml:189,regression,block,0.3,tabicl_aware,0.21404073727450137,0.32480485118782576,0.7272091460995013,1.8222623141127001,0.03332349636956856,0.2198043649178936,0.09778347975636996,0.1329860726860805,5
openml:189,regression,block,0.5,tabicl_aware,0.2489386205617466,0.08273837676255805,0.7858273813730466,2.459204874861837,0.00826271303978098,0.06875746195525283,0.026430170428765644,0.14401447646189494,5
openml:189,regression,block_shift,0.3,tabicl_aware,0.23823723814253644,0.16787659742747646,0.767328228280748,2.223909669359382,0.030751962470486765,0.23522755360077977,0.055003352596062795,0.43346081320007035,5
openml:189,regression,block_shift,0.5,tabicl_aware,0.23502790125270767,0.18139293871423376,0.7998189367016261,2.3931683957533307,0.01702031537858681,0.10784627838091877,0.054893682290747904,0.2762403971536038,5
openml:189,regression,none,0.0,tabicl_aware,0.07583596511334594,0.9157749334272933,0.818,0.7400039160351658,0.002157048553142891,0.005760532814043323,0.006450189010533342,0.011175363355565201,5
openml:42225,regression,block,0.3,tabicl_aware,2376.0384492903586,0.594313177130597,0.6832462614402123,0.6893940767373802,1193.1988822814747,0.410054688042968,0.3033245252295145,0.10960579750856066,5
