dataset,task,n_train,n_features,mechanism,rate,actual_rate,seed,split,held_out_source,model,seconds,error,acc,logloss,auc
openml:1590,classification,2100,14,none,0.0,0.0,2,random,,tabicl_aware,0.32334160804748535,,0.87,0.28831934748632687,0.9165366393372862
openml:1590,classification,2100,14,block,0.3,0.21428571428571427,2,random,,tabicl_aware,0.32822370529174805,,0.8744444444444445,0.29166487210790476,0.9142457942069278
openml:1590,classification,2100,14,block,0.5,0.5,2,random,,tabicl_aware,0.32725024223327637,,0.8233333333333334,0.3558206777785112,0.8714041533093138
openml:1590,classification,2100,14,block_shift,0.3,0.2507857142857143,2,random,,tabicl_aware,0.32492756843566895,,0.8477777777777777,0.31399554626108145,0.9011851400039717
openml:1590,classification,2100,14,block_shift,0.5,0.4522857142857143,2,random,,tabicl_aware,0.32495856285095215,,0.85,0.34919860911664186,0.8768227467445886
openml:1590,classification,2100,14,none,0.0,0.0,3,random,,tabicl_aware,0.32927417755126953,,0.8622222222222222,0.30030365412030585,0.9106003007177508
openml:1590,classification,2100,14,block,0.3,0.2857142857142857,3,random,,tabicl_aware,0.3309199810028076,,0.8566666666666667,0.317077862163297,0.89861414508213
openml:1590,classification,2100,14,block,0.5,0.4276190476190476,3,random,,tabicl_aware,0.3286590576171875,,0.8222222222222222,0.3745403376930069,0.8555384549916311
openml:1590,classification,2100,14,block_shift,0.3,0.2857142857142857,3,random,,tabicl_aware,0.3284876346588135,,0.86,0.3239429546382646,0.8921919770773638
openml:1590,classification,2100,14,block_shift,0.5,0.45280952380952383,3,random,,tabicl_aware,0.32373762130737305,,0.8433333333333334,0.36137243900120175,0.8639287639365656
openml:1590,classification,2100,14,none,0.0,0.0,4,random,,tabicl_aware,0.3200502395629883,,0.8588888888888889,0.29493891620224794,0.9135294618287043
openml:1590,classification,2100,14,block,0.3,0.2857142857142857,4,random,,tabicl_aware,0.3299834728240967,,0.8488888888888889,0.35164558866685486,0.8757659791767143
openml:1590,classification,2100,14,block,0.5,0.48595238095238097,4,random,,tabicl_aware,0.33399415016174316,,0.8344444444444444,0.35091645372367863,0.8732375386535787
openml:1590,classification,2100,14,block_shift,0.3,0.2857142857142857,4,random,,tabicl_aware,0.3242299556732178,,0.8477777777777777,0.32523851549657645,0.8962878379528497
openml:1590,classification,2100,14,block_shift,0.5,0.5,4,random,,tabicl_aware,0.36867451667785645,,0.8322222222222222,0.3634292480111257,0.8634890351499332
