dataset,task,mechanism,rate,model,rmse,r2,coverage80,width80,rmse_std,r2_std,coverage80_std,width80_std,n_fits
diabetes,regression,block,0.3,tabicl_aware,63.062153594617556,0.34373120082171127,0.761107633187937,1.9976101123905217,3.193389212427621,0.03567758173804707,0.06216320225392629,0.15077704642126635,5
diabetes,regression,block,0.5,tabicl_aware,63.86824187042019,0.2910595234299647,0.8211089989043587,2.2714472987521552,2.870550901781582,0.09098910369497695,0.035472367583076043,0.20891779315356873,5
diabetes,regression,block_shift,0.3,tabicl_aware,67.09939115609238,0.2473058497969042,0.7170733422529879,1.932413034912837,9.379009506641935,0.20248071183202726,0.11791764643122828,0.3518631568218578,5
diabetes,regression,block_shift,0.5,tabicl_aware,66.09738719784202,0.2442201331916229,0.8099941907009137,2.2472123725674935,4.285259198006471,0.07399189822776209,0.05259496168832354,0.06247846189214815,5
diabetes,regression,none,0.0,tabicl_aware,56.07609732432944,0.47665765956171013,0.7879699248120301,1.7835113044402153,3.388364912619461,0.038876540167760244,0.05165583169118094,0.11003517614575033,5
openml:189,regression,block,0.3,tabicl_aware,0.21393806113458647,0.32592555100638165,0.7385315182018605,1.8763678317863832,0.03266745361110202,0.21586679181847038,0.09287864432467083,0.13719346018242315,5
openml:189,regression,block,0.5,tabicl_aware,0.24882401536551607,0.08364905125239483,0.7975906497297209,2.523872529091089,0.007473077942601808,0.06495212431723328,0.021946965792225985,0.13753955326799294,5
openml:189,regression,block_shift,0.3,tabicl_aware,0.24006526201430622,0.1535443823201233,0.7775871764863058,2.2886523163666475,0.03213906262407357,0.2514932086790209,0.0505829548299022,0.460315456837117,5
openml:189,regression,block_shift,0.5,tabicl_aware,0.2361656661833517,0.17352928548917407,0.8032021205684396,2.4163458469400427,0.015983880051597177,0.10364595516335835,0.05765656197943822,0.3113735703440825,5
openml:189,regression,none,0.0,tabicl_aware,0.07572142065268209,0.9160294371233147,0.8237777777777777,0.7506155747584193,0.0020838314714036834,0.005686034904615262,0.007053586776935056,0.010870118278246715,5
openml:42225,regression,block,0.3,tabicl_aware,2558.194428743512,0.5362629750867802,0.6061205094090266,0.6202913553294764,1216.6297349364077,0.4148841080189427,0.33094523346112764,0.17307590694700697,5
openml:42225,regression,block,0.5,tabicl_aware,1422.2875057222534,0.8632651687249429,0.902241028596471,0.7391916401977026,235.16032225450184,0.051929456971397184,0.04097788530093708,0.08578548252358328,5
openml:42225,regression,block_shift,0.3,tabicl_aware,2406.456128235786,0.6146876224322669,0.6582229249489531,0.7898585109232799,880.1089182798684,0.2797227202613802,0.1994257933201996,0.20091161376204414,5
openml:42225,regression,block_shift,0.5,tabicl_aware,2462.0491890352896,0.5776412170145626,0.6172437162103002,0.9288003864348843,777.1957022645406,0.22536076079640066,0.2085980783607897,0.3619438539663605,5
openml:42225,regression,none,0.0,tabicl_aware,608.7355720648644,0.9758786479674587,0.8322222222222223,0.23980279907435836,69.42339392479623,0.005259132098288354,0.02182986967154283,0.012621191073949167,5
openml:44970,regression,block,0.3,tabicl_aware,1.0590734844520198,0.43303952713288485,0.835191325692001,2.006016850916235,0.13102891337685327,0.12034998093538152,0.053341818060670544,0.16501682154827516,5
openml:44970,regression,block,0.5,tabicl_aware,1.135964646569159,0.3338410217604939,0.796997155479651,1.9551882003665462,0.12139000931083706,0.17512894368085932,0.10214190842783542,0.2832264289730932,5
openml:44970,regression,block_shift,0.3,tabicl_aware,1.1560501717304672,0.3252577835065703,0.8076219818925813,2.0167761368462114,0.12309975761846971,0.12986719054319237,0.05250634355900108,0.1298952337199164,5
openml:44970,regression,block_shift,0.5,tabicl_aware,1.3663926300733735,0.05049679459720526,0.687626219847482,1.9967001077810416,0.048829587651438126,0.10376797994321289,0.09379189064780159,0.1013941761830792,5
openml:44970,regression,none,0.0,tabicl_aware,0.8321479556022178,0.6745092077666888,0.8087912087912088,1.265561583653834,0.021479893793007986,0.021657672485016988,0.016665660316596803,0.03274026724582643,5
openml:507,regression,block,0.3,tabicl_aware,0.24388923079016936,-1.0779294440176679,0.7743706330989365,2.7007229063697102,0.14166941023963006,2.68725737498105,0.10792577860914378,0.8454722489012879,5
openml:507,regression,block,0.5,tabicl_aware,0.190779669839834,0.15637575292090727,0.7650889817674026,1.9333855297891822,0.017076176245391414,0.12208887363745459,0.0794499971903644,0.1640885890374454,5
openml:507,regression,block_shift,0.3,tabicl_aware,0.2823122240295656,-1.8004192060417061,0.709319050480613,2.5666639117354584,0.18155483626725025,3.7882600330642733,0.09487596699729613,1.4195204222653046,5
openml:507,regression,block_shift,0.5,tabicl_aware,0.19143080765817497,0.14929905261490514,0.7555842732067829,1.9598620860194136,0.013584454475733225,0.12011781316869634,0.08748276296523602,0.26293382073265764,5
openml:507,regression,none,0.0,tabicl_aware,0.10541803679886066,0.7483586522684164,0.7817777777777778,0.9694134060755578,0.011267085539753054,0.026188817844968394,0.011016261829284833,0.06814139086699529,5
openml:531,regression,block,0.3,tabicl_aware,5.377326465107523,0.6555624935828803,0.713182560380474,1.0836990853369535,0.7810619159909159,0.12623325624124623,0.012635247562741456,0.23752994673785785,5
openml:531,regression,block,0.5,tabicl_aware,5.748366205755105,0.6115764688306357,0.7898653527752754,1.2099871263299589,0.7846823242456618,0.118059353079426,0.08663754383569033,0.2378201498052388,5
openml:531,regression,block_shift,0.3,tabicl_aware,5.982571412052364,0.5843064072484532,0.7499580521863918,1.4882112534493759,0.6965921782857336,0.08703587638151954,0.12253808865958461,0.29138808918647646,5
openml:531,regression,block_shift,0.5,tabicl_aware,6.735260976599856,0.46367615786907707,0.8381885881137834,1.6808561709167846,1.1085689506303287,0.1802761685068459,0.06471732468011955,0.44592130217283743,5
openml:531,regression,none,0.0,tabicl_aware,2.677273155037221,0.9042999804711407,0.7986842105263158,0.6182669432026173,0.450179012227188,0.028205245666570032,0.032430940904911186,0.03013291772038329,5
openml:560,regression,block,0.3,tabicl_aware,4.714342349665693,0.5657127456891162,0.5455240687201565,0.5468312149563022,3.6296245531515012,0.44473063038283756,0.48738507805506565,0.7603916940759081,5
openml:560,regression,block,0.5,tabicl_aware,5.093243651990865,0.539433398895744,0.7753583353604062,1.4585987232527657,2.552016382121286,0.2825057747514432,0.1274846093371077,0.6480286519569752,5
