dataset,task,n_train,n_features,mechanism,rate,actual_rate,seed,split,held_out_source,model,seconds,error,acc,logloss,auc
breast_cancer,classification,369,30,block_shift,0.5,0.4666666666666667,3,source,2.0,tabicl_aware,0.2775282859802246,,0.91,0.23582882528495142,0.9716825134353038
breast_cancer,classification,398,30,none,0.0,0.0,4,random,,tabicl_aware,0.284517765045166,,0.9941520467836257,0.028048153591650228,1.0
breast_cancer,classification,377,30,block,0.3,0.3,4,source,0.0,tabicl_aware,0.28227925300598145,,0.96875,0.10493539541571921,0.9940146809712027
breast_cancer,classification,452,30,block,0.5,0.49420035149384883,4,source,2.0,tabicl_aware,0.28500890731811523,,0.9658119658119658,0.08409799284651988,0.9972222222222222
breast_cancer,classification,377,30,block_shift,0.3,0.28886936145284126,4,source,0.0,tabicl_aware,0.2802412509918213,,0.921875,0.21215139771438252,0.9857707509881423
breast_cancer,classification,452,30,block_shift,0.5,0.4884007029876977,4,source,2.0,tabicl_aware,0.2849555015563965,,0.8888888888888888,0.21315313822957538,0.9981481481481482
wine,classification,124,13,none,0.0,0.0,0,random,,tabicl_aware,0.25313353538513184,,1.0,0.006081201697210956,1.0
wine,classification,82,13,block,0.3,0.23076923076923078,0,source,0.0,tabicl_aware,0.2527792453765869,,0.9791666666666666,0.06787652166048395,0.9995501574448943
wine,classification,131,13,block,0.5,0.46153846153846156,0,source,2.0,tabicl_aware,0.24841618537902832,,0.9574468085106383,0.1011328536565663,1.0
wine,classification,82,13,block_shift,0.3,0.2722558340535869,0,source,0.0,tabicl_aware,0.24567723274230957,,0.9166666666666666,0.19980354612422543,0.9929990676376165
wine,classification,131,13,block_shift,0.5,0.46153846153846156,0,source,2.0,tabicl_aware,0.2480311393737793,,0.7872340425531915,0.3690328217084733,0.9578199578199578
wine,classification,124,13,none,0.0,0.0,1,random,,tabicl_aware,0.2463521957397461,,0.9814814814814815,0.03206409015040618,1.0
wine,classification,116,13,block,0.3,0.2808988764044944,1,source,0.0,tabicl_aware,0.24688005447387695,,0.9354838709677419,0.235479058264843,0.9963480963480963
wine,classification,116,13,block,0.5,0.4347450302506482,1,source,0.0,tabicl_aware,0.28934216499328613,,0.8870967741935484,0.3470798588097741,0.9879569707748755
wine,classification,116,13,block_shift,0.3,0.3076923076923077,1,source,0.0,tabicl_aware,0.24854254722595215,,0.8225806451612904,0.37720159779985457,0.9874759499759499
wine,classification,116,13,block_shift,0.5,0.4105445116681072,1,source,0.0,tabicl_aware,0.24689149856567383,,0.7580645161290323,0.693267503037862,0.9710391361037504
wine,classification,124,13,none,0.0,0.0,2,random,,tabicl_aware,0.25521063804626465,,0.9814814814814815,0.04400095806790619,1.0
wine,classification,93,13,block,0.3,0.23076923076923078,2,source,1.0,tabicl_aware,0.25365185737609863,,0.9764705882352941,0.06087637991744769,0.9989985129210311
wine,classification,116,13,block,0.5,0.4407951598962835,2,source,0.0,tabicl_aware,0.2533130645751953,,0.8870967741935484,0.22552701078461215,0.9874466774466774
wine,classification,93,13,block_shift,0.3,0.27095937770095074,2,source,1.0,tabicl_aware,0.2532973289489746,,0.8470588235294118,0.3679525221128615,0.9739587323212424
wine,classification,116,13,block_shift,0.5,0.40535868625756266,2,source,0.0,tabicl_aware,0.25495409965515137,,0.6774193548387096,0.9637806057474542,0.8818097550450492
wine,classification,124,13,none,0.0,0.0,3,random,,tabicl_aware,0.25530099868774414,,1.0,0.005366994643196383,1.0
wine,classification,127,13,block,0.3,0.3076923076923077,3,source,3.0,tabicl_aware,0.25551295280456543,,0.9215686274509803,0.19782106137136132,0.9908289241622574
wine,classification,119,13,block,0.5,0.439066551426102,3,source,1.0,tabicl_aware,0.26131772994995117,,0.8813559322033898,0.2499070095096038,0.9783084163898117
wine,classification,127,13,block_shift,0.3,0.28565254969749354,3,source,3.0,tabicl_aware,0.25554633140563965,,0.8823529411764706,0.28235559930293563,0.9961199294532627
wine,classification,119,13,block_shift,0.5,0.4070872947277442,3,source,1.0,tabicl_aware,0.2610464096069336,,0.8305084745762712,0.4235342581006321,0.9600668337510442
wine,classification,124,13,none,0.0,0.0,4,random,,tabicl_aware,0.2938382625579834,,0.9814814814814815,0.025917384883280156,1.0
wine,classification,126,13,block,0.3,0.3076923076923077,4,source,1.0,tabicl_aware,0.2565882205963135,,0.7692307692307693,0.5802584988574616,0.9767727811845459
wine,classification,151,13,block,0.5,0.46153846153846156,4,source,1.0,tabicl_aware,0.2565004825592041,,0.8888888888888888,0.17567217584815809,1.0
wine,classification,126,13,block_shift,0.3,0.3076923076923077,4,source,1.0,tabicl_aware,0.25478219985961914,,0.9038461538461539,0.22453470983831086,0.9939950980392157
wine,classification,151,13,block_shift,0.5,0.44727744165946415,4,source,1.0,tabicl_aware,0.2590353488922119,,0.7407407407407407,0.8545571571449306,0.8363858363858364
