dataset,task,mechanism,rate,model,auc,acc,logloss,rmse,r2,coverage80,width80,auc_std,acc_std,logloss_std,rmse_std,r2_std,coverage80_std,width80_std,n_fits
breast_cancer,classification,block,0.1,tabicl_aware_zero,0.9873608753065458,0.9533333333333333,0.13958658066805493,,,,,0.010622832088512424,0.024037008503093288,0.07551102834200438,,,,,3
breast_cancer,classification,block,0.1,tabicl_impute,0.9879896874803497,0.9555555555555556,0.13849852804503368,,,,,0.009824573960425851,0.023412563895228278,0.07359220061973204,,,,,3
breast_cancer,classification,block,0.1,tabicl_indicator,0.9883040935672515,0.9555555555555556,0.1387242216734196,,,,,0.008985855773487752,0.026943012562182518,0.07019248404095871,,,,,3
breast_cancer,classification,block,0.1,xgboost,0.976796830786644,0.94,0.18600208630520762,,,,,0.01613096270623045,0.026666666666666686,0.08325113081406425,,,,,3
breast_cancer,classification,block,0.3,tabicl_aware_zero,0.9885556184367729,0.96,0.14007745554476012,,,,,0.008206179559302083,0.006666666666666668,0.06316063438024397,,,,,3
breast_cancer,classification,block,0.3,tabicl_impute,0.9884927372193926,0.9577777777777777,0.1381152643386783,,,,,0.008164152049946194,0.016777409856157284,0.06402360747170065,,,,,3
breast_cancer,classification,block,0.3,tabicl_indicator,0.9889329057410551,0.9511111111111111,0.1408716426085508,,,,,0.008399057175295868,0.025239592648001196,0.06617605440153052,,,,,3
breast_cancer,classification,block,0.3,xgboost,0.9778658114821104,0.9422222222222222,0.18212027114939802,,,,,0.015592893726810012,0.033554819712314506,0.09387522409570531,,,,,3
breast_cancer,classification,block,0.5,tabicl_aware_zero,0.9824561403508771,0.9288888888888889,0.17700530625646235,,,,,0.012947882449271569,0.023412563895228347,0.0887887739311951,,,,,3
breast_cancer,classification,block,0.5,tabicl_impute,0.9833364773942024,0.9311111111111111,0.17907907607090415,,,,,0.011500044639347529,0.02523959264800117,0.08909690854030011,,,,,3
breast_cancer,classification,block,0.5,tabicl_indicator,0.983965289568006,0.9288888888888889,0.17422760880960897,,,,,0.01112357893816691,0.02775554665954843,0.08221194315244229,,,,,3
